Subject,Course,Course,CourseGPA,StudentGPA,ACG,Course Degree,Prerequisite 1,Degree of Prereq 1,Prerequisite 1.5,Degree of Prereq 1.5,Prerequisite 2,Degree of Prereq 2,Prerequisite 2.5,Degree of Prereq 2.5,Prerequisite 3,Degree of Prereq 3,Difficulty Score,Offered In Fall,Offered In Spring,Offered In Summer
EALC-E,115,EALC-E 115,3.1,3.162,3.350,1,,0,,0,,0,,0,,0,2.580143573,FALSE,TRUE,FALSE
EALC-E,190,EALC-E 190,3.227,3.279,3.363,1,,0,,0,,0,,0,,0,2.54234206,TRUE,FALSE,FALSE
EALC-E,201,EALC-E 201,2.894,3.199,3.092,1,,0,,0,,0,,0,,0,3.343709816,TRUE,FALSE,FALSE
EALC-E,203,EALC-E 203,4,3.862,3.539,1,,0,,0,,0,,0,,0,2.022190995,TRUE,FALSE,FALSE
EALC-E,204,EALC-E 204,4,3.795,3.602,1,,0,,0,,0,,0,,0,1.837832149,TRUE,TRUE,TRUE
EALC-E,233,EALC-E 233,3.7,3.697,3.420,1,,0,,0,,0,,0,,0,2.374272969,TRUE,FALSE,FALSE
EALC-E,300,EALC-E 300,3.778,3.507,3.681,1,,0,,0,,0,,0,,0,1.603365878,TRUE,TRUE,FALSE
EALC-E,301,EALC-E 301,3.723,3.491,3.644,1,,0,,0,,0,,0,,0,1.712428757,TRUE,FALSE,FALSE
EALC-E,310,EALC-E 310,3.557,3.677,3.306,1,,0,,0,,0,,0,,0,2.711488378,TRUE,TRUE,FALSE
EALC-E,321,EALC-E 321,3.245,3.371,3.290,1,,0,,0,,0,,0,,0,2.759301291,FALSE,TRUE,FALSE
EALC-E,330,EALC-E 330,4,3.322,4.115,1,,0,,0,,0,,0,,0,0.3247484233,FALSE,TRUE,FALSE
EALC-E,332,EALC-E 332,3.296,3.226,3.491,1,,0,,0,,0,,0,,0,2.16368475,FALSE,TRUE,FALSE
EALC-E,333,EALC-E 333,2.57,3.307,2.656,1,,0,,0,,0,,0,,0,4,FALSE,TRUE,FALSE
EALC-E,350,EALC-E 350,3.661,3.288,3.805,1,,0,,0,,0,,0,,0,1.238706553,TRUE,TRUE,FALSE
EALC-E,351,EALC-E 351,3.867,3.65,3.621,1,,0,,0,,0,,0,,0,1.783049673,FALSE,TRUE,FALSE
EALC-E,352,EALC-E 352,3.572,3.61,3.381,1,,0,,0,,0,,0,,0,2.488582235,TRUE,TRUE,FALSE
EALC-E,353,EALC-E 353,3.85,3.747,3.511,1,,0,,0,,0,,0,,0,2.105309499,TRUE,FALSE,FALSE
EALC-E,355,EALC-E 355,3.683,3.713,3.390,1,,0,,0,,0,,0,,0,2.463915284,FALSE,TRUE,FALSE
EALC-E,386,EALC-E 386,3.539,3.659,3.305,1,,0,,0,,0,,0,,0,2.71310702,FALSE,TRUE,FALSE
EALC-E,390,EALC-E 390,3.36,3.547,3.237,1,,0,,0,,0,,0,,0,2.913991508,FALSE,TRUE,FALSE
EALC-E,395,EALC-E 395,3.881,3.713,3.572,1,,0,,0,,0,,0,,0,1.926272925,TRUE,FALSE,FALSE
EALC-J,101,EALC-J 101,3.756,3.24,3.962,1,,0,,0,,0,,0,,0,0.7767782766,TRUE,FALSE,TRUE
EALC-J,102,EALC-J 102,3.95,3.285,4.109,1,,0,,0,,0,,0,,0,0.341470754,FALSE,TRUE,TRUE
EALC-J,201,EALC-J 201,3.984,3.798,3.585,1,,0,,0,,0,,0,,0,1.888699646,TRUE,FALSE,FALSE
EALC-J,202,EALC-J 202,4,3.828,3.571,1,,0,,0,,0,,0,,0,1.92944227,FALSE,TRUE,FALSE
EALC-J,301,EALC-J 301,4,3.823,3.576,1,,0,,0,,0,,0,,0,1.91566361,TRUE,FALSE,FALSE
EALC-J,302,EALC-J 302,4,3.971,3.442,1,,0,,0,,0,,0,,0,2.308824906,FALSE,TRUE,FALSE
EALC-J,311,EALC-J 311,3.957,3.964,3.411,1,,0,,0,,0,,0,,0,2.400258322,TRUE,FALSE,FALSE
EALC-J,401,EALC-J 401,3.914,3.965,3.373,1,,0,,0,,0,,0,,0,2.512136476,TRUE,FALSE,FALSE
EALC-J,402,EALC-J 402,3.873,3.799,3.484,1,,0,,0,,0,,0,,0,2.186065997,FALSE,TRUE,FALSE
EALC-J,491,EALC-J 491,4,3.786,3.611,1,,0,,0,,0,,0,,0,1.812570404,FALSE,TRUE,FALSE
EALC-K,101,EALC-K 101,4,3.785,3.611,1,,0,,0,,0,,0,,0,1.809756128,TRUE,FALSE,FALSE
EALC-K,102,EALC-K 102,3.506,3.295,3.636,1,,0,,0,,0,,0,,0,1.736829419,FALSE,TRUE,FALSE
EALC-K,201,EALC-K 201,3.401,3.37,3.449,1,,0,,0,,0,,0,,0,2.28971049,TRUE,FALSE,TRUE
EALC-K,202,EALC-K 202,3.432,3.413,3.436,1,,0,,0,,0,,0,,0,2.326327486,FALSE,TRUE,TRUE
EALC-K,301,EALC-K 301,3.338,3.358,3.397,1,,0,,0,,0,,0,,0,2.442502872,TRUE,FALSE,FALSE
EALC-K,302,EALC-K 302,3.582,3.52,3.478,1,,0,,0,,0,,0,,0,2.204870963,FALSE,TRUE,FALSE
EAS-A,339,EAS-A 339,3.655,3.587,3.482,1,,0,,0,,0,,0,,0,2.191323479,TRUE,FALSE,FALSE
EAS-A,340,EAS-A 340,3.95,3.565,3.786,1,,0,,0,,0,,0,,0,1.293638477,TRUE,FALSE,FALSE
EAS-A,474,EAS-A 474,3.154,3.264,3.302,1,,0,,0,,0,,0,,0,2.722232724,FALSE,TRUE,FALSE
EAS-A,476,EAS-A 476,3.4,3.471,3.347,1,,0,,0,,0,,0,,0,2.588686756,FALSE,TRUE,FALSE
EAS-E,104,EAS-E 104,3.771,2.982,4.322,1,,0,,0,,0,,0,,0,0,TRUE,TRUE,FALSE
EAS-E,105,EAS-E 105,3.55,2.998,4.047,1,,0,,0,,0,,0,,0,0.5261008012,TRUE,TRUE,FALSE
EAS-E,114,EAS-E 114,3.6,3.463,3.553,1,,0,,0,,0,,0,,0,1.983593561,TRUE,TRUE,FALSE
EAS-E,116,EAS-E 116,3.671,3.696,3.394,1,,0,,0,,0,,0,,0,2.450650694,FALSE,TRUE,FALSE
EAS-E,118,EAS-E 118,3.117,3.43,3.106,1,,0,,0,,0,,0,,0,3.302487424,FALSE,TRUE,FALSE
EAS-E,121,EAS-E 121,3.957,3.385,3.995,1,,0,,0,,0,,0,,0,0.6787642499,TRUE,FALSE,FALSE
EAS-E,122,EAS-E 122,3.967,3.921,3.457,1,,0,,0,,0,,0,,0,2.264173528,FALSE,TRUE,FALSE
EAS-E,131,EAS-E 131,3.198,3.201,3.414,1,,0,,0,,0,,0,,0,2.391903385,FALSE,TRUE,TRUE
EAS-E,141,EAS-E 141,3.967,3.756,3.609,1,,0,,0,,0,,0,,0,1.816071453,FALSE,FALSE,TRUE
EAS-E,144,EAS-E 144,3.092,2.986,3.539,1,,0,,0,,0,,0,,0,2.024548057,TRUE,TRUE,TRUE
EAS-E,171,EAS-E 171,3.152,3.065,3.514,1,,0,,0,,0,,0,,0,2.096272521,FALSE,TRUE,FALSE
EAS-E,188,EAS-E 188,3.674,3.734,3.362,1,,0,,0,,0,,0,,0,2.544459975,FALSE,FALSE,TRUE
EAS-E,225,EAS-E 225,3.137,3.124,3.432,1,,0,,0,,0,,0,,0,2.340499143,TRUE,FALSE,FALSE
EAS-E,226,EAS-E 226,2.482,2.897,2.928,1,,0,,0,,0,,0,,0,3.826739111,FALSE,TRUE,FALSE
EAS-E,227,EAS-E 227,3.217,3.073,3.577,1,,0,,0,,0,,0,,0,1.910007241,TRUE,FALSE,FALSE
EAS-E,314,EAS-E 314,3.078,2.988,3.520,1,,0,,0,,0,,0,,0,2.078775046,TRUE,FALSE,FALSE
EAS-E,316,EAS-E 316,3.052,3.176,3.284,1,,0,,0,,0,,0,,0,2.776089974,TRUE,FALSE,FALSE
EAS-E,333,EAS-E 333,3.161,3.069,3.520,1,,0,,0,,0,,0,,0,2.080219724,FALSE,TRUE,FALSE
EAS-E,341,EAS-E 341,3.396,2.932,3.958,1,,0,,0,,0,,0,,0,0.7869159565,FALSE,TRUE,FALSE
EAS-E,351,EAS-E 351,3.539,3.489,3.466,1,,0,,0,,0,,0,,0,2.237969484,TRUE,FALSE,FALSE
EAS-E,444,EAS-E 444,2.696,2.847,3.236,1,,0,,0,,0,,0,,0,2.917194376,TRUE,FALSE,FALSE
EAS-E,490,EAS-E 490,3.144,3.198,3.360,1,,0,,0,,0,,0,,0,2.552697035,FALSE,TRUE,FALSE
EAS-X,429,EAS-X 429,3.728,3.715,3.429,1,,0,,0,,0,,0,,0,2.347173573,FALSE,FALSE,TRUE
ECON-E,115,ECON-E 115,3.077,3.105,3.387,1,,0,,0,,0,,0,,0,2.473372276,TRUE,FALSE,FALSE
ECON-E,201,ECON-E 201,3.079,3.199,3.289,1,,0,,0,,0,,0,,0,2.760653204,TRUE,TRUE,TRUE
ECON-E,202,ECON-E 202,3.222,3.502,3.144,1,,0,,0,,0,,0,,0,3.188565837,TRUE,TRUE,TRUE
ECON-E,203,ECON-E 203,2.886,2.995,3.293,1,,0,,0,,0,,0,,0,2.749384056,FALSE,TRUE,FALSE
ECON-E,211,ECON-E 211,3.156,2.884,3.740,1,,0,,0,,0,,0,,0,1.431571755,TRUE,FALSE,FALSE
ECON-E,303,ECON-E 303,3.775,3.771,3.421,1,,0,,0,,0,,0,,0,2.371759914,TRUE,TRUE,FALSE
ECON-E,305,ECON-E 305,3.883,3.86,3.438,1,,0,,0,,0,,0,,0,2.322379322,TRUE,TRUE,TRUE
ECON-E,309,ECON-E 309,4,3.898,3.507,1,,0,,0,,0,,0,,0,2.118631977,TRUE,TRUE,FALSE
ECON-E,317,ECON-E 317,3.109,3.017,3.522,1,,0,,0,,0,,0,,0,2.07501051,TRUE,FALSE,FALSE
ECON-E,321,ECON-E 321,3.027,3.065,3.375,1,,0,,0,,0,,0,,0,2.507453267,TRUE,TRUE,TRUE
ECON-E,322,ECON-E 322,2.828,3.038,3.181,1,,0,,0,,0,,0,,0,3.079377263,TRUE,TRUE,TRUE
ECON-E,327,ECON-E 327,3.206,3.346,3.274,1,,0,,0,,0,,0,,0,2.80430168,TRUE,TRUE,FALSE
ECON-E,331,ECON-E 331,3.069,3.39,3.094,1,,0,,0,,0,,0,,0,3.337135961,TRUE,TRUE,FALSE
ECON-E,337,ECON-E 337,3.604,3.473,3.546,1,,0,,0,,0,,0,,0,2.002160079,TRUE,FALSE,FALSE
ECON-E,341,ECON-E 341,3.167,3.396,3.187,1,,0,,0,,0,,0,,0,3.062316742,TRUE,TRUE,FALSE
ECON-E,344,ECON-E 344,2.917,3.489,2.857,1,,0,,0,,0,,0,,0,4,FALSE,TRUE,FALSE
ECON-E,351,ECON-E 351,3.825,3.631,3.600,1,,0,,0,,0,,0,,0,1.843776967,FALSE,TRUE,FALSE
ECON-E,361,ECON-E 361,3.833,3.488,3.755,1,,0,,0,,0,,0,,0,1.385223126,TRUE,FALSE,FALSE
ECON-E,362,ECON-E 362,3.382,3.062,3.774,1,,0,,0,,0,,0,,0,1.3288003,FALSE,TRUE,FALSE
ECON-E,364,ECON-E 364,3.578,3.362,3.637,1,,0,,0,,0,,0,,0,1.734701551,FALSE,TRUE,FALSE
ECON-E,370,ECON-E 370,3.439,3.429,3.427,1,,0,,0,,0,,0,,0,2.353051719,TRUE,TRUE,TRUE
ECON-E,371,ECON-E 371,3.647,3.438,3.625,1,,0,,0,,0,,0,,0,1.769548635,TRUE,TRUE,TRUE
ECON-E,385,ECON-E 385,3.195,3.556,3.070,1,,0,,0,,0,,0,,0,3.405979865,FALSE,TRUE,FALSE
ECON-E,390,ECON-E 390,3.6,3.483,3.532,1,,0,,0,,0,,0,,0,2.043777383,TRUE,TRUE,FALSE
ECON-E,392,ECON-E 392,3.567,3.381,3.605,1,,0,,0,,0,,0,,0,1.827801776,TRUE,TRUE,FALSE
ECON-E,425,ECON-E 425,3.25,3.013,3.686,1,,0,,0,,0,,0,,0,1.589400885,TRUE,FALSE,FALSE
ECON-E,427,ECON-E 427,3.229,3.117,3.540,1,,0,,0,,0,,0,,0,2.02018258,TRUE,FALSE,FALSE
ECON-E,471,ECON-E 471,3.646,3.264,3.817,1,,0,,0,,0,,0,,0,1.202496592,FALSE,TRUE,FALSE
ECON-S,201,ECON-S 201,3.682,3.581,3.514,1,,0,,,,0,,0,,,2.098093152,FALSE,TRUE,FALSE
ECON-S,202,ECON-S 202,3.243,3.122,3.550,1,,0,,0,,0,,0,,0,1.991698273,FALSE,TRUE,FALSE
ECON-S,321,ECON-S 321,3.382,3.218,3.592,1,,0,,0,,0,,0,,0,1.868634273,TRUE,FALSE,FALSE
ECON-S,370,ECON-S 370,2.889,3.442,2.868,1,,0,,0,,0,,0,,0,4,TRUE,TRUE,FALSE
EDUC-A,308,EDUC-A 308,3.029,3.133,3.304,1,,0,,0,,0,,0,,0,2.717131562,TRUE,TRUE,TRUE
EDUC-E,300,EDUC-E 300,3.62,3.248,3.809,1,,0,,0,,0,,0,,0,1.2277251,TRUE,TRUE,FALSE
EDUC-E,325,EDUC-E 325,3.471,3.395,3.494,1,,0,,0,,0,,0,,0,2.156756664,TRUE,TRUE,FALSE
EDUC-E,328,EDUC-E 328,3.673,3.601,3.486,1,,0,,0,,0,,0,,0,2.180867279,TRUE,TRUE,FALSE
EDUC-E,336,EDUC-E 336,3.444,3.665,3.211,1,,0,,0,,0,,0,,0,2.990409456,TRUE,FALSE,FALSE
EDUC-E,339,EDUC-E 339,4,3.628,3.768,1,,0,,0,,0,,0,,0,1.348672482,TRUE,TRUE,FALSE
EDUC-E,340,EDUC-E 340,3.273,3.509,3.188,1,,0,,0,,0,,0,,0,3.060535782,TRUE,TRUE,FALSE
EDUC-E,341,EDUC-E 341,4,3.734,3.661,1,,0,,0,,0,,0,,0,1.664229252,TRUE,TRUE,FALSE
EDUC-E,343,EDUC-E 343,3.562,3.583,3.397,1,,0,,0,,0,,0,,0,2.441545917,TRUE,TRUE,FALSE
EDUC-E,348,EDUC-E 348,3.662,3.643,3.435,1,,0,,0,,0,,0,,0,2.329871041,TRUE,FALSE,FALSE
EDUC-E,349,EDUC-E 349,3.864,3.601,3.667,1,,0,,0,,0,,0,,0,1.646101654,TRUE,FALSE,FALSE
EDUC-E,351,EDUC-E 351,3.427,3.601,3.252,1,,0,,0,,0,,0,,0,2.869623004,FALSE,TRUE,FALSE
EDUC-E,352,EDUC-E 352,4,3.787,3.610,1,,0,,0,,0,,0,,0,1.815383194,FALSE,TRUE,FALSE
EDUC-E,353,EDUC-E 353,3.85,3.689,3.566,1,,0,,0,,0,,0,,0,1.942436306,TRUE,FALSE,FALSE
EDUC-E,450,EDUC-E 450,3.692,3.774,3.343,1,,0,,0,,0,,0,,0,2.601515384,FALSE,TRUE,FALSE
EDUC-F,203,EDUC-F 203,3.993,3.743,3.646,1,,0,,0,,0,,0,,0,1.709053846,TRUE,FALSE,FALSE
EDUC-F,401,EDUC-F 401,4,3.807,3.591,1,,0,,0,,0,,0,,0,1.871328679,TRUE,TRUE,FALSE
EDUC-G,203,EDUC-G 203,3.833,3.66,3.579,1,,0,,0,,0,,0,,0,1.905893588,TRUE,TRUE,FALSE
EDUC-G,204,EDUC-G 204,3.764,3.718,3.460,1,,0,,0,,0,,0,,0,2.257715486,TRUE,FALSE,FALSE
EDUC-G,206,EDUC-G 206,3.819,3.749,3.481,1,,0,,0,,0,,0,,0,2.194203951,TRUE,TRUE,FALSE
EDUC-G,207,EDUC-G 207,3.752,3.802,3.372,1,,0,,0,,0,,0,,0,2.515044429,TRUE,TRUE,FALSE
EDUC-G,208,EDUC-G 208,3.433,3.427,3.423,1,,0,,0,,0,,0,,0,2.364802464,TRUE,TRUE,FALSE
EDUC-G,302,EDUC-G 302,3.871,3.627,3.647,1,,0,,0,,0,,0,,0,1.704195411,TRUE,TRUE,FALSE
EDUC-G,310,EDUC-G 310,3.774,3.627,3.556,1,,0,,0,,0,,0,,0,1.973831125,TRUE,TRUE,FALSE
EDUC-G,355,EDUC-G 355,3.948,3.836,3.517,1,,0,,0,,0,,0,,0,2.088084922,TRUE,TRUE,FALSE
EDUC-G,375,EDUC-G 375,3.973,3.909,3.473,1,,0,,0,,0,,0,,0,2.217384553,TRUE,TRUE,FALSE
EDUC-H,200,EDUC-H 200,4,3.876,3.527,1,,0,,0,,0,,0,,0,2.059908697,FALSE,TRUE,FALSE
EDUC-H,205,EDUC-H 205,3.973,3.851,3.526,1,,0,,0,,0,,0,,0,2.06305091,TRUE,TRUE,FALSE
EDUC-H,340,EDUC-H 340,3.98,3.936,3.456,1,,0,,0,,0,,0,,0,2.269747338,TRUE,TRUE,FALSE
EDUC-H,350,EDUC-H 350,3.97,3.871,3.505,1,,0,,0,,0,,0,,0,2.124605434,FALSE,TRUE,FALSE
EDUC-K,205,EDUC-K 205,3.744,3.415,3.747,1,,0,,0,,0,,0,,0,1.411143054,TRUE,TRUE,FALSE
EDUC-K,305,EDUC-K 305,3.656,3.467,3.604,1,,0,,0,,0,,0,,0,1.832836002,TRUE,TRUE,FALSE
EDUC-K,306,EDUC-K 306,3.791,3.479,3.724,1,,0,,0,,0,,0,,0,1.478277432,TRUE,TRUE,TRUE
EDUC-K,308,EDUC-K 308,4,3.552,3.848,1,,0,,0,,0,,0,,0,1.110831558,FALSE,TRUE,FALSE
EDUC-K,343,EDUC-K 343,3.408,3.468,3.358,1,,0,,0,,0,,0,,0,2.556886014,FALSE,TRUE,FALSE
EDUC-K,344,EDUC-K 344,3.778,3.415,3.781,1,,0,,0,,0,,0,,0,1.310764382,TRUE,TRUE,FALSE
EDUC-K,352,EDUC-K 352,3.711,3.415,3.714,1,,0,,0,,0,,0,,0,1.508569412,TRUE,TRUE,FALSE
EDUC-K,361,EDUC-K 361,3.745,3.468,3.690,1,,0,,0,,0,,0,,0,1.577161334,TRUE,TRUE,FALSE
EDUC-K,362,EDUC-K 362,3.973,3.468,3.915,1,,0,,0,,0,,0,,0,0.9143208974,TRUE,FALSE,FALSE
EDUC-K,370,EDUC-K 370,3.764,3.498,3.677,1,,0,,0,,0,,0,,0,1.615772672,FALSE,TRUE,FALSE
EDUC-K,371,EDUC-K 371,4,3.483,3.925,1,,0,,0,,0,,0,,0,0.8859075119,FALSE,TRUE,FALSE
EDUC-K,405,EDUC-K 405,3.93,3.788,3.545,1,,0,,0,,0,,0,,0,2.004506704,TRUE,FALSE,FALSE
EDUC-K,448,EDUC-K 448,4,3.762,3.634,1,,0,,0,,0,,0,,0,1.744614833,FALSE,FALSE,TRUE
EDUC-K,495,EDUC-K 495,3.429,3.068,3.819,1,,0,,0,,0,,0,,0,1.196125495,FALSE,TRUE,FALSE
EDUC-L,239,EDUC-L 239,3.488,3.358,3.550,1,,0,,0,,0,,0,,0,1.992138731,TRUE,TRUE,FALSE
EDUC-L,407,EDUC-L 407,3.559,3.374,3.605,1,,0,,0,,0,,0,,0,1.829639234,TRUE,TRUE,FALSE
EDUC-L,408,EDUC-L 408,3.642,3.224,3.860,1,,0,,0,,0,,0,,0,1.075277058,TRUE,FALSE,FALSE
EDUC-L,409,EDUC-L 409,3.987,3.47,3.927,1,,0,,0,,0,,0,,0,0.8803008524,TRUE,TRUE,FALSE
EDUC-L,441,EDUC-L 441,3.961,3.903,3.468,1,,0,,0,,0,,0,,0,2.232629875,FALSE,TRUE,FALSE
EDUC-L,442,EDUC-L 442,3.617,3.362,3.677,1,,0,,0,,0,,0,,0,1.61774619,FALSE,FALSE,TRUE
EDUC-L,490,EDUC-L 490,3.774,3.922,3.288,1,,0,,0,,0,,0,,0,2.762912883,TRUE,TRUE,TRUE
EDUC-M,130,EDUC-M 130,3.41,3.015,3.865,1,,0,,0,,0,,0,,0,1.061575381,TRUE,FALSE,FALSE
EDUC-M,135,EDUC-M 135,3.453,3.365,3.507,1,,0,,0,,0,,0,,0,2.118790318,TRUE,TRUE,TRUE
EDUC-M,200,EDUC-M 200,3.318,3.287,3.450,1,,0,,0,,0,,0,,0,2.287368616,TRUE,TRUE,FALSE
EDUC-M,300,EDUC-M 300,3.443,2.994,3.930,1,,0,,0,,0,,0,,0,0.8704682801,TRUE,TRUE,FALSE
EDUC-M,303,EDUC-M 303,3.805,3.911,3.325,1,,0,,0,,0,,0,,0,2.655711314,FALSE,TRUE,FALSE
EDUC-M,321,EDUC-M 321,3.529,3.841,3.140,1,,0,,0,,0,,0,,0,3.201415891,FALSE,TRUE,FALSE
EDUC-M,323,EDUC-M 323,3.929,3.874,3.466,1,,0,,0,,0,,0,,0,2.23931587,TRUE,TRUE,FALSE
EDUC-M,330,EDUC-M 330,3.875,3.878,3.415,1,,0,,0,,0,,0,,0,2.390253819,TRUE,FALSE,FALSE
EDUC-M,333,EDUC-M 333,3.8,3.904,3.326,1,,0,,0,,0,,0,,0,2.651036236,TRUE,TRUE,FALSE
EDUC-M,334,EDUC-M 334,3.942,3.918,3.438,1,,0,,0,,0,,0,,0,2.32069535,TRUE,TRUE,FALSE
EDUC-M,341,EDUC-M 341,3.5,3.936,3.039,1,,0,,0,,0,,0,,0,3.499278057,FALSE,TRUE,FALSE
EDUC-M,342,EDUC-M 342,3.889,3.847,3.455,1,,0,,0,,0,,0,,0,2.272381438,TRUE,FALSE,FALSE
EDUC-M,343,EDUC-M 343,3.875,3.89,3.404,1,,0,,0,,0,,0,,0,2.421331513,TRUE,FALSE,FALSE
EDUC-M,344,EDUC-M 344,3.785,3.901,3.316,1,,0,,0,,0,,0,,0,2.682256838,TRUE,FALSE,FALSE
EDUC-M,412,EDUC-M 412,4,3.905,3.500,1,,0,,0,,0,,0,,0,2.137177898,FALSE,TRUE,FALSE
EDUC-M,416,EDUC-M 416,3.9,3.879,3.436,1,,0,,0,,0,,0,,0,2.327871905,TRUE,FALSE,FALSE
EDUC-M,421,EDUC-M 421,3.9,3.938,3.384,1,,0,,0,,0,,0,,0,2.479742734,TRUE,FALSE,FALSE
EDUC-M,422,EDUC-M 422,3.747,3.822,3.350,1,,0,,0,,0,,0,,0,2.580298745,TRUE,FALSE,FALSE
EDUC-M,428,EDUC-M 428,3.111,3.402,3.125,1,,0,,0,,0,,0,,0,3.244860612,FALSE,TRUE,FALSE
EDUC-M,430,EDUC-M 430,3.759,3.43,3.745,1,,0,,0,,0,,0,,0,1.41539077,FALSE,TRUE,FALSE
EDUC-M,432,EDUC-M 432,3.256,3.332,3.339,1,,0,,0,,0,,0,,0,2.61241937,FALSE,TRUE,FALSE
EDUC-M,434,EDUC-M 434,3.973,3.468,3.915,1,,0,,0,,0,,0,,0,0.9143208974,TRUE,FALSE,FALSE
EDUC-M,445,EDUC-M 445,3.639,3.388,3.671,1,,0,,0,,0,,0,,0,1.635518037,TRUE,FALSE,FALSE
EDUC-M,454,EDUC-M 454,3.427,3.504,3.342,1,,0,,0,,0,,0,,0,2.604008457,FALSE,TRUE,FALSE
EDUC-M,456,EDUC-M 456,3.649,3.47,3.594,1,,0,,0,,0,,0,,0,1.862366369,TRUE,FALSE,FALSE
EDUC-M,464,EDUC-M 464,3.872,3.42,3.869,1,,0,,0,,0,,0,,0,1.04995939,TRUE,FALSE,FALSE
EDUC-M,469,EDUC-M 469,3.757,3.087,4.159,1,,0,,0,,0,,0,,0,0.1942321711,FALSE,TRUE,FALSE
EDUC-N,101,EDUC-N 101,3.286,3.127,3.591,1,,0,,0,,0,,0,,0,1.869802529,TRUE,TRUE,FALSE
EDUC-N,103,EDUC-N 103,3.832,3.573,3.665,1,,0,,0,,0,,0,,0,1.651618232,TRUE,TRUE,FALSE
EDUC-N,443,EDUC-N 443,3.814,3.337,3.906,1,,0,,0,,0,,0,,0,0.9412836708,FALSE,TRUE,FALSE
EDUC-P,248,EDUC-P 248,4,3.907,3.499,1,,0,,0,,0,,0,,0,2.142464526,TRUE,TRUE,FALSE
EDUC-P,250,EDUC-P 250,4,3.945,3.465,1,,0,,0,,0,,0,,0,2.241892,TRUE,TRUE,FALSE
EDUC-P,251,EDUC-P 251,3.588,3.54,3.464,1,,0,,0,,0,,0,,0,2.245747176,TRUE,TRUE,TRUE
EDUC-P,254,EDUC-P 254,2.957,3.056,3.307,1,,0,,0,,0,,0,,0,2.709068534,TRUE,TRUE,TRUE
EDUC-P,312,EDUC-P 312,3.45,3.811,3.094,1,,0,,0,,0,,0,,0,3.337494162,TRUE,TRUE,FALSE
EDUC-P,313,EDUC-P 313,3.563,3.394,3.588,1,,0,,0,,0,,0,,0,1.880426132,TRUE,TRUE,FALSE
EDUC-P,314,EDUC-P 314,3.659,3.458,3.616,1,,0,,0,,0,,0,,0,1.796418307,FALSE,TRUE,FALSE
EDUC-Q,200,EDUC-Q 200,3.947,3.964,3.403,1,,0,,0,,0,,0,,0,2.425692611,TRUE,TRUE,FALSE
EDUC-Q,405,EDUC-Q 405,3.957,3.894,3.473,1,,0,,0,,0,,0,,0,2.219337841,TRUE,FALSE,FALSE
EDUC-R,341,EDUC-R 341,4,3.964,3.448,1,,0,,0,,0,,0,,0,2.290890882,TRUE,TRUE,TRUE
EDUC-S,303,EDUC-S 303,3.979,3.739,3.637,1,,0,,0,,0,,0,,0,1.735298274,TRUE,TRUE,FALSE
EDUC-U,207,EDUC-U 207,3.843,3.435,3.823,1,,0,,0,,0,,0,,0,1.184923614,TRUE,TRUE,FALSE
EDUC-U,208,EDUC-U 208,3.861,3.475,3.797,1,,0,,0,,0,,0,,0,1.262537591,TRUE,FALSE,FALSE
EDUC-U,212,EDUC-U 212,3.788,3.339,3.877,1,,0,,0,,0,,0,,0,1.026693253,TRUE,TRUE,FALSE
EDUC-U,215,EDUC-U 215,3.917,3.409,3.927,1,,0,,0,,0,,0,,0,0.8800391937,TRUE,FALSE,FALSE
EDUC-U,320,EDUC-U 320,3.947,3.482,3.874,1,,0,,0,,0,,0,,0,1.036044029,FALSE,TRUE,FALSE
EDUC-U,330,EDUC-U 330,3.75,3.519,3.642,1,,0,,0,,0,,0,,0,1.720625082,FALSE,TRUE,FALSE
EDUC-U,450,EDUC-U 450,3.957,3.493,3.871,1,,0,,0,,0,,0,,0,1.043170472,FALSE,TRUE,FALSE
EDUC-U,495,EDUC-U 495,3.886,3.705,3.584,1,,0,,0,,0,,0,,0,1.889911947,TRUE,TRUE,FALSE
EDUC-W,200,EDUC-W 200,3.518,3.243,3.707,1,,0,,0,,0,,0,,0,1.527507736,TRUE,TRUE,TRUE
EDUC-W,220,EDUC-W 220,3.228,3.417,3.228,1,,0,,0,,0,,0,,0,2.940115049,FALSE,TRUE,FALSE
EDUC-W,310,EDUC-W 310,3.9,3.67,3.632,1,,0,,0,,0,,0,,0,1.750602839,FALSE,TRUE,FALSE
EDUC-W,435,EDUC-W 435,4,3.933,3.476,1,,0,,0,,0,,0,,0,2.210701415,TRUE,FALSE,FALSE
EDUC-X,101,EDUC-X 101,3.442,3.302,3.562,1,,0,,0,,0,,0,,0,1.954985736,TRUE,TRUE,FALSE
EDUC-X,105,EDUC-X 105,3.054,2.936,3.555,1,,0,,0,,0,,0,,0,1.977245218,TRUE,FALSE,FALSE
EDUC-X,150,EDUC-X 150,3.542,3.415,3.544,1,,0,,0,,0,,0,,0,2.007510457,TRUE,TRUE,FALSE
EDUC-X,152,EDUC-X 152,3.764,3.61,3.563,1,,0,,0,,0,,0,,0,1.952356982,TRUE,TRUE,TRUE
EDUC-X,155,EDUC-X 155,3.719,3.303,3.848,1,,0,,0,,0,,0,,0,1.112646512,FALSE,TRUE,FALSE
EDUC-X,156,EDUC-X 156,3,3.225,3.179,1,,0,,0,,0,,0,,0,3.085860267,TRUE,TRUE,FALSE
